3.3071898600000003,3.3071898600000003,false
10.65810204,10.65810204,false
4.07346366,4.07346366,false
8.830226880000001,8.830226880000001,false
1.83532434,1.83532434,false
6.38546832,6.38546832,false
0.67089156,0.67089156,false
1.8210902400000002,1.8210902400000002,false
5.187833100000001,5.187833100000001,false
3.96477,3.96477,false
7.71600198,7.71600198,false
3.27174624,3.27174624,false
4.56344922,4.56344922,false
3.47929806,3.47929806,false
5.00619726,5.00619726,false
5.324234880000001,5.324234880000001,false
5.222321040000001,442.10526317999995,true
3.7617489,3.7617489,false
0.67089156,0.67089156,false
6.33945552,6.33945552,false
20.75048538,20.75048538,false
442.10526317999995,442.10526317999995,true
4.76471868,4.76471868,false
4.51596774,442.10526317999995,true
2.0034847200000003,2.0034847200000003,false
1.36384704,1.36384704,false
2.93702034,2.93702034,false
6.09979542,6.09979542,false
4.3425742199999995,4.3425742199999995,false
442.10526317999995,442.10526317999995,true
442.10526317999995,442.10526317999995,true
442.10526317999995,442.10526317999995,true
442.10526317999995,442.10526317999995,true
4.15341414,4.15341414,false
3.5245056,3.5245056,false
11.58252018,11.58252018,false
6.61224816,442.10526317999995,true
3.6900858000000003,3.6900858000000003,false
3.20186436,3.20186436,false
12.55387248,12.55387248,false
